regiao,estado,municipio,populacao,casosAcumulado,obitosAcumulado
Nordeste,MA,FERNANDO FALCAO,10360,863,4
Nordeste,RN,FERNANDO PEDROZA,3054,658,4
Sudeste,SP,FERNANDO PRESTES,5783,1438,14
Sudeste,SP,FERNANDOPOLIS,69116,19206,415
Sudeste,SP,FERNAO,1716,735,5
Sudeste,SP,FERRAZ DE VASCONCELOS,194276,10714,531
Norte,AP,FERREIRA GOMES,7780,2270,7
Nordeste,PE,FERREIROS,12123,1661,22
Sudeste,MG,FERROS,9820,819,17
Sudeste,MG,FERVEDOURO,11006,1649,20
Sul,PR,FIGUEIRA,7770,1844,31
Centro-Oeste,MS,FIGUEIRAO,3051,544,7
Norte,TO,FIGUEIROPOLIS,5263,1675,21
Centro-Oeste,MT,FIGUEIROPOLIS D'OESTE,3494,874,9
Norte,TO,FILADELFIA,8856,856,12
Nordeste,BA,FILADELFIA,16377,1411,36
Nordeste,BA,FIRMINO ALVES,5617,475,14
Centro-Oeste,GO,FIRMINOPOLIS,13292,3598,40
Nordeste,AL,FLEXEIRAS,12790,834,21
Sul,PR,FLOR DA SERRA DO SUL,4624,1495,25
Sul,SC,FLOR DO SERTAO,1582,332,0
Sudeste,SP,FLORA RICA,1464,148,10
Sul,PR,FLORAI,4929,1953,14
Nordeste,RN,FLORANIA,9116,2191,22
Sudeste,SP,FLOREAL,2917,983,9
Nordeste,PE,FLORES,22624,1834,42
Sul,RS,FLORES DA CUNHA,30745,9341,80
Centro-Oeste,GO,FLORES DE GOIAS,16557,1121,7
Nordeste,PI,FLORES DO PIAUI,4463,189,6
Sul,PR,FLORESTA,6774,3006,28
Nordeste,PE,FLORESTA,32873,3971,35
Nordeste,BA,FLORESTA AZUL,10629,1175,24
Norte,PA,FLORESTA DO ARAGUAIA,20304,2193,30
Nordeste,PI,FLORESTA DO PIAUI,2558,108,4
Sudeste,MG,FLORESTAL,7461,288,15
Sul,PR,FLORESTOPOLIS,10548,3011,48
Nordeste,PI,FLORIANO,59935,10419,184
Sul,RS,FLORIANO PEIXOTO,1766,367,1
Sul,SC,FLORIANOPOLIS,500973,150262,1331
Sul,PR,FLORIDA,2689,753,13
Sudeste,SP,FLORIDA PAULISTA,14640,3486,41
Sudeste,SP,FLORINEA,2676,444,17
Norte,AM,FONTE BOA,17609,1864,45
Sul,RS,FONTOURA XAVIER,10304,1795,36
Sudeste,MG,FORMIGA,67683,25686,318
Sul,RS,FORMIGUEIRO,6664,1118,17
Centro-Oeste,GO,FORMOSA,121617,18324,337
Nordeste,MA,FORMOSA DA SERRA NEGRA,19089,1838,10
Sul,PR,FORMOSA DO OESTE,6578,1611,26
Nordeste,BA,FORMOSA DO RIO PRETO,25591,2794,37
Sul,SC,FORMOSA DO SUL,2510,809,10
Centro-Oeste,GO,FORMOSO,4248,732,20
Sudeste,MG,FORMOSO,9562,617,11
Norte,TO,FORMOSO DO ARAGUAIA,18440,5361,73
Sul,RS,FORQUETINHA,2412,423,9
Nordeste,CE,FORQUILHA,24218,2262,83
Sul,SC,FORQUILHINHA,26793,8723,63
Nordeste,CE,FORTALEZA,2669342,404444,11865
Sudeste,MG,FORTALEZA DE MINAS,4412,1085,9
Nordeste,MA,FORTALEZA DOS NOGUEIRAS,12631,1873,29
Sul,RS,FORTALEZA DOS VALOS,4320,1780,11
Nordeste,CE,FORTIM,16480,3723,40
Nordeste,MA,FORTUNA,15552,1596,7
Sudeste,MG,FORTUNA DE MINAS,2947,327,3
Sul,PR,FOZ DO IGUACU,258532,83380,1335
Sul,PR,FOZ DO JORDAO,4650,1057,17
Sul,SC,FRAIBURGO,36443,8415,133
Sudeste,SP,FRANCA,353187,39121,1184
Nordeste,PI,FRANCINOPOLIS,5348,77,7
Sul,PR,FRANCISCO ALVES,6046,752,19
Nordeste,PI,FRANCISCO AYRES,4348,530,7
Sudeste,MG,FRANCISCO BADARO,10332,308,7
Sul,PR,FRANCISCO BELTRAO,91093,34688,313
Nordeste,RN,FRANCISCO DANTAS,2824,1026,5
Sudeste,MG,FRANCISCO DUMONT,5215,374,7
Nordeste,PI,FRANCISCO MACEDO,3184,604,6
Sudeste,SP,FRANCISCO MORATO,175844,15745,473
Sudeste,MG,FRANCISCO SA,26277,1609,49
Nordeste,PI,FRANCISCO SANTOS,9319,790,8
Sudeste,MG,FRANCISCOPOLIS,5391,637,3
Sudeste,SP,FRANCO DA ROCHA,154489,18564,439
Nordeste,CE,FRECHEIRINHA,14072,3574,26
Sul,RS,FREDERICO WESTPHALEN,31313,10833,93
Sudeste,MG,FREI GASPAR,5880,957,16
Sudeste,MG,FREI INOCENCIO,9611,1186,33
Sudeste,MG,FREI LAGONEGRO,3478,285,5
Nordeste,PB,FREI MARTINHO,2989,753,7
Nordeste,PE,FREI MIGUELINHO,15457,2120,28
Nordeste,SE,FREI PAULO,15421,2299,36
Sul,SC,FREI ROGERIO,2023,701,11
Sudeste,MG,FRONTEIRA,18103,4228,66
Sudeste,MG,FRONTEIRA DOS VALES,4581,1022,11
Nordeste,PI,FRONTEIRAS,11625,1310,12
Sudeste,MG,FRUTA DE LEITE,5369,374,3
Sudeste,MG,FRUTAL,59496,18063,313
Nordeste,RN,FRUTUOSO GOMES,4068,1858,10
Sudeste,ES,FUNDAO,21509,7370,81
Sudeste,MG,FUNILANDIA,4349,662,12
Sudeste,SP,GABRIEL MONTEIRO,2776,1220,8
Nordeste,PB,GADO BRAVO,8316,1339,14
Sudeste,SP,GALIA,6548,1060,22
Sudeste,MG,GALILEIA,6817,1182,31
Nordeste,RN,GALINHOS,2786,390,1
Sul,SC,GALVAO,2873,905,13
Nordeste,PE,GAMELEIRA,31052,1384,44
Centro-Oeste,GO,GAMELEIRA DE GOIAS,3818,1498,12
Sudeste,MG,GAMELEIRAS,5109,641,5
Nordeste,BA,GANDU,32403,4036,64
Nordeste,PE,GARANHUNS,139788,33101,343
Nordeste,SE,GARARU,11604,814,18
Sudeste,SP,GARCA,44390,9040,168
Sul,RS,GARIBALDI,35070,11945,90
Sul,SC,GAROPABA,23078,7482,55
Norte,PA,GARRAFAO DO NORTE,26066,2142,14
Sul,RS,GARRUCHOS,2924,172,7
Sul,SC,GARUVA,18145,3873,41
Sul,SC,GASPAR,69639,17160,220
Sudeste,SP,GASTAO VIDIGAL,4808,646,18
Centro-Oeste,MT,GAUCHA DO NORTE,7648,2400,31
Sul,RS,GAURAMA,5534,1156,9
Nordeste,BA,GAVIAO,4463,653,5
Sudeste,SP,GAVIAO PEIXOTO,4789,2081,24
Nordeste,PI,GEMINIANO,5442,667,6
Sul,RS,GENERAL CAMARA,8385,1569,26
Sul,PR,GENERAL CARNEIRO,13710,1372,46
Centro-Oeste,MT,GENERAL CARNEIRO,5540,1243,25
Nordeste,SE,GENERAL MAYNARD,3346,484,10
Sudeste,SP,GENERAL SALGADO,10869,1589,51
Nordeste,CE,GENERAL SAMPAIO,7618,819,21
Sul,RS,GENTIL,1634,285,5
Nordeste,BA,GENTIO DO OURO,11233,986,13
Sudeste,SP,GETULINA,11409,1064,36
Sul,RS,GETULIO VARGAS,16212,4567,50
Nordeste,PI,GILBUES,10690,1108,7
Nordeste,AL,GIRAU DO PONCIANO,40917,2408,53
Sul,RS,GIRUA,16004,4278,53
Sudeste,MG,GLAUCILANDIA,3150,457,7
Sudeste,SP,GLICERIO,4815,1367,23
Nordeste,BA,GLORIA,15221,2065,26
Centro-Oeste,MT,GLORIA D'OESTE,3026,799,15
Centro-Oeste,MS,GLORIA DE DOURADOS,9965,2278,30
Nordeste,PE,GLORIA DO GOITA,30604,2653,52
Sul,RS,GLORINHA,8098,2053,36
Nordeste,MA,GODOFREDO VIANA,11819,333,6
Sul,PR,GODOY MOREIRA,2946,680,5
Sudeste,MG,GOIABEIRA,3353,664,10
Sudeste,MG,GOIANA,3966,903,8
Nordeste,PE,GOIANA,79758,12248,174
Centro-Oeste,GO,GOIANAPOLIS,11231,3427,51
Centro-Oeste,GO,GOIANDIRA,5600,894,18
Centro-Oeste,GO,GOIANESIA,70084,23789,318
Norte,PA,GOIANESIA DO PARA,40475,3711,38
Centro-Oeste,GO,GOIANIA,1516113,453107,7995
Nordeste,RN,GOIANINHA,26328,4054,51
Centro-Oeste,GO,GOIANIRA,44289,8533,155
Norte,TO,GOIANORTE,5123,590,6
Centro-Oeste,GO,GOIAS,22645,10794,100
Norte,TO,GOIATINS,13019,1236,16
Centro-Oeste,GO,GOIATUBA,34095,13568,188
Sul,PR,GOIOERE,28884,5483,94
Sul,PR,GOIOXIM,7111,1018,9
Sudeste,MG,GONCALVES,4350,1270,10
Nordeste,MA,GONCALVES DIAS,17934,1628,30
Nordeste,BA,GONGOGI,7128,1058,20
Sudeste,MG,GONZAGA,6158,668,17
Sudeste,MG,GOUVEIA,11825,1318,35
Centro-Oeste,GO,GOUVELANDIA,5898,1656,14
Nordeste,MA,GOVERNADOR ARCHER,10840,715,7
Sul,SC,GOVERNADOR CELSO RAMOS,14471,4865,34
Nordeste,RN,GOVERNADOR DIX-SEPT ROSADO,13037,1777,23
Nordeste,MA,GOVERNADOR EDISON LOBAO,18296,1096,34
Nordeste,MA,GOVERNADOR EUGENIO BARROS,16828,2322,11
Norte,RO,GOVERNADOR JORGE TEIXEIRA,7767,1373,22
Sudeste,ES,GOVERNADOR LINDENBERG,12709,5125,35
Nordeste,MA,GOVERNADOR LUIZ ROCHA,7807,493,1
Nordeste,BA,GOVERNADOR MANGABEIRA,20722,2025,22
Nordeste,MA,GOVERNADOR NEWTON BELLO,10180,976,11
Nordeste,MA,GOVERNADOR NUNES FREIRE,25577,1318,15
Sudeste,MG,GOVERNADOR VALADARES,279885,56195,1533
Nordeste,CE,GRACA,14399,1975,20
Nordeste,MA,GRACA ARANHA,6262,124,3
Nordeste,SE,GRACCHO CARDOSO,5818,671,7
Nordeste,MA,GRAJAU,69527,6343,147
Sul,RS,GRAMADO,36232,15961,164
Sul,RS,GRAMADO DOS LOUREIROS,2082,382,4
Sul,RS,GRAMADO XAVIER,4325,699,4
Sul,PR,GRANDES RIOS,5618,1327,19
Nordeste,PE,GRANITO,7486,988,11
Nordeste,CE,GRANJA,54748,4422,93
Nordeste,CE,GRANJEIRO,4844,727,7
Sudeste,MG,GRAO MOGOL,15836,1530,13
Sul,SC,GRAO-PARA,6569,2614,15
Nordeste,PE,GRAVATA,84074,11862,169
Sul,RS,GRAVATAI,281519,40398,1102
Sul,SC,GRAVATAL,11501,3021,54
Nordeste,CE,GROAIRAS,11068,2516,33
Nordeste,RN,GROSSOS,10383,1433,25
Sudeste,MG,GRUPIARA,1388,722,5
Sul,RS,GUABIJU,1503,413,2
Sul,SC,GUABIRUBA,23832,4966,58
Sudeste,ES,GUACUI,30867,7284,137
Nordeste,PI,GUADALUPE,10499,1697,29
Sul,RS,GUAIBA,98143,18292,405
Sudeste,SP,GUAICARA,12168,1841,31
Sudeste,SP,GUAIMBE,5765,961,9
Sudeste,SP,GUAIRA,40790,9528,243
Sul,PR,GUAIRA,33119,8509,124
Sul,PR,GUAIRACA,6581,1028,21
Nordeste,CE,GUAIUBA,26064,2936,68
Norte,AM,GUAJARA,16678,2283,31
Norte,RO,GUAJARA-MIRIM,46174,7034,244
Nordeste,BA,GUAJERU,6937,678,10
Nordeste,RN,GUAMARE,15659,3902,60
Sul,PR,GUAMIRANGA,8739,2700,25
Nordeste,BA,GUANAMBI,84481,17250,155
Sudeste,MG,GUANHAES,34319,5318,57
Sudeste,MG,GUAPE,14245,3045,50
Sudeste,SP,GUAPIACU,21454,2481,99
Sudeste,SP,GUAPIARA,17157,3076,96
Sudeste,RJ,GUAPIMIRIM,60517,8660,207
Sul,PR,GUAPIRAMA,3802,1086,16
Centro-Oeste,GO,GUAPO,14209,4470,64
Sul,RS,GUAPORE,25727,7603,80
Sul,PR,GUAPOREMA,2243,619,6
Sudeste,SP,GUARA,21220,3805,118
Nordeste,PB,GUARABIRA,58833,13486,157
Sudeste,SP,GUARACAI,8323,1647,30
Sul,PR,GUARACI,5502,1434,16
Sudeste,SP,GUARACI,11188,2602,31
Sudeste,MG,GUARACIABA,10324,1223,36
Sul,SC,GUARACIABA,10090,2719,39
Nordeste,CE,GUARACIABA DO NORTE,40642,4362,82
Sudeste,MG,GUARACIAMA,4972,500,6
Norte,TO,GUARAI,25923,4289,84
Centro-Oeste,GO,GUARAITA,1996,825,14
Nordeste,CE,GUARAMIRANGA,5193,2050,6
Sul,SC,GUARAMIRIM,44819,10501,113
Sudeste,MG,GUARANESIA,19021,6136,50
Sudeste,MG,GUARANI,8911,1463,10
Sudeste,SP,GUARANI D'OESTE,2000,919,8
Sul,RS,GUARANI DAS MISSOES,7537,1668,19
Centro-Oeste,GO,GUARANI DE GOIAS,3893,901,3
Sul,PR,GUARANIACU,12472,3182,39
Sudeste,SP,GUARANTA,6664,320,25
Centro-Oeste,MT,GUARANTA DO NORTE,35816,8774,147
Sudeste,ES,GUARAPARI,124859,33085,530
Sul,PR,GUARAPUAVA,181504,42423,694
Sul,PR,GUARAQUECABA,7636,1325,21
Sudeste,MG,GUARARA,3796,1376,18
Sudeste,SP,GUARARAPES,32939,9957,134
Sudeste,SP,GUARAREMA,29798,2581,111
Nordeste,BA,GUARATINGA,20843,1741,51
Sudeste,SP,GUARATINGUETA,121798,17243,393
Sul,PR,GUARATUBA,37067,13644,205
Sudeste,MG,GUARDA-MOR,6580,2201,13
Sudeste,SP,GUAREI,18520,4473,39
Sudeste,SP,GUARIBA,40105,5066,130
Nordeste,PI,GUARIBAS,4562,108,2
Centro-Oeste,GO,GUARINOS,1794,737,9
Sudeste,SP,GUARUJA,320459,30216,1514
Sul,SC,GUARUJA DO SUL,5160,1017,12
Sudeste,SP,GUARULHOS,1379182,98331,5573
Sul,SC,GUATAMBU,4704,1672,21
Sudeste,SP,GUATAPARA,7656,1243,28
Sudeste,MG,GUAXUPE,51917,18180,198
Centro-Oeste,MS,GUIA LOPES DA LAGUNA,9895,1701,41
Sudeste,MG,GUIDOVAL,7078,1412,23
Nordeste,MA,GUIMARAES,12030,510,9
Sudeste,MG,GUIMARANIA,8039,1815,17
Centro-Oeste,MT,GUIRATINGA,15141,2706,43
Sudeste,MG,GUIRICEMA,8392,2306,40
Sudeste,MG,GURINHATA,5639,1347,5
Nordeste,PB,GURINHEM,14129,1565,19
Nordeste,PB,GURJAO,3428,283,8
Norte,PA,GURUPA,33376,2649,15
Norte,TO,GURUPI,86647,26038,295
Sudeste,SP,GUZOLANDIA,5267,894,34
Sul,RS,HARMONIA,4866,1604,15
Centro-Oeste,GO,HEITORAI,3724,1407,10
Sudeste,MG,HELIODORA,6558,1405,20
Nordeste,BA,HELIOPOLIS,13031,1407,16
Sudeste,SP,HERCULANDIA,9526,1259,34
Sul,RS,HERVAL,6821,1726,23
Sul,SC,HERVAL D'OESTE,22606,7498,77
Sul,RS,HERVEIRAS,3018,427,3
Centro-Oeste,GO,HIDROLANDIA,21706,6283,105
Nordeste,CE,HIDROLANDIA,19978,3583,27
Centro-Oeste,GO,HIDROLINA,3564,345,14
Sudeste,SP,HOLAMBRA,14930,3836,22
Sul,PR,HONORIO SERPA,5211,1165,12
Nordeste,CE,HORIZONTE,67337,11379,144
Sul,RS,HORIZONTINA,19329,5448,50
Sudeste,SP,HORTOLANDIA,230851,39284,887
Nordeste,PI,HUGO NAPOLEAO,3877,898,9
Sul,RS,HULHA NEGRA,6776,1790,12
Norte,AM,HUMAITA,55080,11984,159
Sul,RS,HUMAITA,4762,702,12
Nordeste,MA,HUMBERTO DE CAMPOS,28717,1969,11
Sudeste,SP,IACANGA,11710,1922,34
Centro-Oeste,GO,IACIARA,13947,2662,16
Sudeste,SP,IACRI,6321,1798,25
Nordeste,BA,IACU,24305,3146,54
Sudeste,MG,IAPU,11004,1951,37
Sudeste,SP,IARAS,9240,301,24
Nordeste,PE,IATI,19197,2099,20
Sul,PR,IBAITI,31364,8740,183
Sul,RS,IBARAMA,4406,742,7
Nordeste,CE,IBARETAMA,13353,1657,31
Sudeste,SP,IBATE,35104,6177,114
Nordeste,AL,IBATEGUARA,15616,1079,23
Sudeste,ES,IBATIBA,26082,8033,120
Sul,PR,IBEMA,6352,924,32
Sudeste,MG,IBERTIOGA,5021,814,16
Sudeste,MG,IBIA,25199,5911,73
Sul,RS,IBIACA,4709,1373,14
Sudeste,MG,IBIAI,8395,1047,12
Sul,SC,IBIAM,1957,456,4
Nordeste,CE,IBIAPINA,24997,3255,33
Nordeste,PB,IBIARA,5929,924,7
Nordeste,BA,IBIASSUCE,9224,2511,11
Nordeste,BA,IBICARAI,21689,3334,76
Sul,SC,IBICARE,3202,831,9
Nordeste,BA,IBICOARA,19571,1764,13
Nordeste,BA,IBICUI,16198,1507,30
Nordeste,CE,IBICUITINGA,12525,3026,26
Nordeste,PE,IBIMIRIM,29235,1156,31
Nordeste,BA,IBIPEBA,18211,1397,14
Nordeste,BA,IBIPITANGA,14902,2042,26
Sul,PR,IBIPORA,54558,14733,238
Nordeste,BA,IBIQUERA,4044,192,6
Sudeste,SP,IBIRA,12393,2597,53
Sudeste,MG,IBIRACATU,5400,293,3
Sudeste,MG,IBIRACI,13828,2215,31
Sudeste,ES,IBIRACU,12479,4941,51
Sul,RS,IBIRAIARAS,7262,2094,42
Nordeste,PE,IBIRAJUBA,7762,604,12
Sul,SC,IBIRAMA,18950,3272,42
Nordeste,BA,IBIRAPITANGA,23375,2335,46
Nordeste,BA,IBIRAPUA,8637,1910,19
Sul,RS,IBIRAPUITA,4013,716,17
Sudeste,SP,IBIRAREMA,7753,1226,38
Nordeste,BA,IBIRATAIA,15312,2826,50
Sudeste,MG,IBIRITE,180204,16796,455
Sul,RS,IBIRUBA,20350,8890,100
Nordeste,BA,IBITIARA,16339,1632,14
Sudeste,SP,IBITINGA,60033,15877,310
Sudeste,ES,IBITIRAMA,8889,1727,21
Nordeste,BA,IBITITA,17113,1836,32
Sudeste,MG,IBITIURA DE MINAS,3488,1187,7
Sudeste,MG,IBITURUNA,2989,744,1
Sudeste,SP,IBIUNA,78878,5350,163
Nordeste,BA,IBOTIRAMA,26927,1773,57
Nordeste,CE,ICAPUI,19934,4452,39
Sul,SC,ICARA,56421,11919,156
Sudeste,MG,ICARAI DE MINAS,11990,870,6
Sul,PR,ICARAIMA,7904,2087,20
Nordeste,MA,ICATU,27113,678,15
Sudeste,SP,ICEM,8243,2068,40
Nordeste,BA,ICHU,6206,790,4
Nordeste,CE,ICO,68018,10396,142
Sudeste,ES,ICONHA,13860,6223,30
Nordeste,RN,IELMO MARINHO,13766,1191,10
Sudeste,SP,IEPE,8159,1843,36
Nordeste,AL,IGACI,25631,2350,38
Nordeste,BA,IGAPORA,15640,1173,25
Sudeste,SP,IGARACU DO TIETE,24674,4742,75
Nordeste,PB,IGARACY,6117,484,8
Sudeste,SP,IGARAPAVA,30432,1416,109
Sudeste,MG,IGARAPE,43045,6257,117
Nordeste,MA,IGARAPE DO MEIO,14177,1387,30
Nordeste,MA,IGARAPE GRANDE,11320,1945,16
Norte,PA,IGARAPE-ACU,38807,3778,91
Norte,PA,IGARAPE-MIRI,62698,4842,99
Nordeste,PE,IGARASSU,117019,7831,260
Sudeste,SP,IGARATA,9534,2470,42
Sudeste,MG,IGARATINGA,10860,2444,16
Nordeste,BA,IGRAPIUNA,13226,879,14
Nordeste,AL,IGREJA NOVA,24499,2329,24
Sul,RS,IGREJINHA,36899,8278,137
Sudeste,RJ,IGUABA GRANDE,28310,8273,160
Nordeste,BA,IGUAI,26916,1600,42
Sudeste,SP,IGUAPE,30857,5702,124
Sul,PR,IGUARACU,4404,954,25
Nordeste,PE,IGUARACY,12228,2002,34
Sudeste,MG,IGUATAMA,7947,1736,14
Centro-Oeste,MS,IGUATEMI,16078,1491,17
Nordeste,CE,IGUATU,102498,18739,253
Sul,PR,IGUATU,2256,854,13
Sudeste,MG,IJACI,6550,1174,20
Sul,RS,IJUI,83475,31160,312
Sudeste,SP,ILHA COMPRIDA,11166,3982,65
Nordeste,SE,ILHA DAS FLORES,8520,510,22
Nordeste,PE,ILHA DE ITAMARACA,26258,2180,37
Nordeste,PI,ILHA GRANDE,9426,1369,21
Sudeste,SP,ILHA SOLTEIRA,26686,4453,122
Sudeste,SP,ILHABELA,34970,7496,52
Nordeste,BA,ILHEUS,162327,27068,646
Sul,SC,ILHOTA,14184,3132,41
Sudeste,MG,ILICINEA,12375,3017,33
Sul,RS,ILOPOLIS,4078,621,5
Nordeste,PB,IMACULADA,11819,617,11
Sul,SC,IMARUI,10135,1191,27
Sul,PR,IMBAU,13111,2856,64
Sul,RS,IMBE,22800,8482,150
Sudeste,MG,IMBE DE MINAS,6903,785,12
Sul,SC,IMBITUBA,44853,11733,126
Sul,PR,IMBITUVA,32564,7716,128
Sul,SC,IMBUIA,6197,1085,11
Sul,RS,IMIGRANTE,3120,449,9
Nordeste,MA,IMPERATRIZ,258682,29701,923
Sul,PR,INACIO MARTINS,11125,2790,21
Centro-Oeste,GO,INACIOLANDIA,6194,1770,33
Sul,PR,INAJA,3109,899,11
Nordeste,PE,INAJA,23247,1263,17
Sudeste,MG,INCONFIDENTES,7328,2076,12
Sudeste,MG,INDAIABIRA,7351,502,1
Sul,SC,INDAIAL,69425,17991,154
Sudeste,SP,INDAIATUBA,251627,28724,863
Nordeste,CE,INDEPENDENCIA,26178,3855,63
Sul,RS,INDEPENDENCIA,6167,1580,13
Sudeste,SP,INDIANA,4885,415,14
Sudeste,MG,INDIANOPOLIS,6891,1596,9
Sul,PR,INDIANOPOLIS,4457,1697,11
Sudeste,SP,INDIAPORA,3897,1322,14
Centro-Oeste,GO,INDIARA,15611,2823,60
Nordeste,SE,INDIAROBA,17957,877,31
Centro-Oeste,MT,INDIAVAI,2752,890,14
Nordeste,PB,INGA,18103,3872,45
Sudeste,MG,INGAI,2767,398,8
Nordeste,PE,INGAZEIRA,4548,966,9
Sul,RS,INHACORA,2226,145,5
Nordeste,BA,INHAMBUPE,39926,2890,50
Norte,PA,INHANGAPI,11711,733,17
Nordeste,AL,INHAPI,18385,845,23
Sudeste,MG,INHAPIM,24140,3295,78
Sudeste,MG,INHAUMA,6271,1055,22
Nordeste,PI,INHUMA,15308,1786,29
Centro-Oeste,GO,INHUMAS,52866,20307,291
Sudeste,MG,INIMUTABA,7515,1279,20
Centro-Oeste,MS,INOCENCIA,7610,2129,13
Sudeste,SP,INUBIA PAULISTA,3991,1333,21
Sul,SC,IOMERE,2945,697,12
Sudeste,MG,IPABA,18607,2172,66
Centro-Oeste,GO,IPAMERI,26985,7509,112
Sudeste,MG,IPANEMA,19861,4177,83
Nordeste,RN,IPANGUACU,15491,1754,29
Nordeste,CE,IPAPORANGA,11593,1584,18
Sudeste,MG,IPATINGA,263410,52829,995
Nordeste,CE,IPAUMIRIM,12463,2091,26
Sudeste,SP,IPAUSSU,14971,4567,57
Sul,RS,IPE,6640,2222,17
Nordeste,BA,IPECAETA,14487,745,13
Sudeste,SP,IPERO,37133,6101,77
Sudeste,SP,IPEUNA,7546,785,24
Sudeste,MG,IPIACU,4221,1476,8
Nordeste,BA,IPIAU,45873,5428,100
Sudeste,SP,IPIGUA,5392,2020,33
Nordeste,BA,IPIRA,59595,3320,80
Sul,SC,IPIRA,4446,602,7
Sul,PR,IPIRANGA,15172,2694,39
Centro-Oeste,GO,IPIRANGA DE GOIAS,2893,373,12
Centro-Oeste,MT,IPIRANGA DO NORTE,7667,2531,22
Nordeste,PI,IPIRANGA DO PIAUI,9811,875,20
Sul,RS,IPIRANGA DO SUL,1889,498,2
Norte,AM,IPIXUNA,29689,6667,21
Norte,PA,IPIXUNA DO PARA,64053,2890,49
Nordeste,PE,IPOJUCA,96204,7024,190
Centro-Oeste,GO,IPORA,31531,10062,170
Sul,PR,IPORA,13926,3349,34
Sul,SC,IPORA DO OESTE,8996,923,16
Sudeste,SP,IPORANGA,4218,946,9
Nordeste,CE,IPU,41964,6411,83
Sudeste,SP,IPUA,16409,2828,70
Sul,SC,IPUACU,7514,1651,18
Nordeste,PE,IPUBI,30854,2020,68
Nordeste,RN,IPUEIRA,2241,762,3
Nordeste,CE,IPUEIRAS,38166,4855,68
Norte,TO,IPUEIRAS,2015,211,3
Sudeste,MG,IPUIUNA,10079,2733,45
Sul,SC,IPUMIRIM,7593,1151,13
Nordeste,BA,IPUPIARA,9865,800,7
Nordeste,CE,IRACEMA,14297,3134,38
Norte,RR,IRACEMA,11950,1686,18
Sul,PR,IRACEMA DO OESTE,2288,627,6
Sudeste,SP,IRACEMAPOLIS,24235,6838,111
Sul,SC,IRACEMINHA,3976,832,5
Sul,RS,IRAI,7241,1179,17
Sudeste,MG,IRAI DE MINAS,6987,906,15
Nordeste,BA,IRAJUBA,7260,479,2
Nordeste,BA,IRAMAIA,8537,712,17
Norte,AM,IRANDUBA,48296,13843,178
Sul,SC,IRANI,10419,2605,22
Sudeste,SP,IRAPUA,7993,1535,34
Sudeste,SP,IRAPURU,8294,1823,44
Nordeste,BA,IRAQUARA,25216,2711,23
Nordeste,BA,IRARA,29034,2951,33
Sul,PR,IRATI,60727,19018,219
Sul,SC,IRATI,1930,554,8
Nordeste,CE,IRAUCUBA,24156,2248,48
Nordeste,BA,IRECE,72967,15063,171
Sul,PR,IRETAMA,10169,3239,24
Sul,SC,IRINEOPOLIS,11222,1594,18
Norte,PA,IRITUIA,32550,2439,24
Sudeste,ES,IRUPI,13377,3543,54
Nordeste,PI,ISAIAS COELHO,8549,1081,9
Centro-Oeste,GO,ISRAELANDIA,2800,670,10
Sul,SC,ITA,6169,2374,31
Sul,RS,ITAARA,5499,1068,18
Nordeste,PB,ITABAIANA,24477,4430,89
Nordeste,SE,ITABAIANA,95427,16608,264
Nordeste,SE,ITABAIANINHA,41928,3850,77
Nordeste,BA,ITABELA,30584,2881,80
Sudeste,SP,ITABERA,17556,5676,79
Nordeste,BA,ITABERABA,64489,8560,173
Centro-Oeste,GO,ITABERAI,42900,12968,191
Nordeste,SE,ITABI,4903,379,3
Sudeste,MG,ITABIRA,120060,35282,420
Sudeste,MG,ITABIRINHA,11512,1677,48
Sudeste,MG,ITABIRITO,51875,20340,179
Sudeste,RJ,ITABORAI,240592,30671,1040
Nordeste,BA,ITABUNA,213223,45324,806
Norte,TO,ITACAJA,7433,1795,15
Sudeste,MG,ITACAMBIRA,5385,674,4
Sudeste,MG,ITACARAMBI,18153,1117,19
Nordeste,BA,ITACARE,28296,1870,32
Norte,AM,ITACOATIARA,101337,17354,337
Nordeste,PE,ITACURUBA,4918,1107,8
Sul,RS,ITACURUBI,3465,110,9
Nordeste,BA,ITAETE,16056,501,13
Nordeste,BA,ITAGI,12351,1367,26
Nordeste,BA,ITAGIBA,14579,1892,33
Nordeste,BA,ITAGIMIRIM,6869,797,15
Sudeste,ES,ITAGUACU,14066,5646,32
Nordeste,BA,ITAGUACU DA BAHIA,14429,1147,9
Sudeste,RJ,ITAGUAI,133019,19895,442
Sul,PR,ITAGUAJE,4466,877,12
Sudeste,MG,ITAGUARA,13358,4955,39
Centro-Oeste,GO,ITAGUARI,4676,1883,20
Centro-Oeste,GO,ITAGUARU,5237,1305,23
Norte,TO,ITAGUATINS,5864,1037,18
Sudeste,SP,ITAI,27125,7524,92
Nordeste,PE,ITAIBA,26349,1227,17
Nordeste,CE,ITAICABA,7827,2174,28
Nordeste,PI,ITAINOPOLIS,11530,1783,15
Sul,SC,ITAIOPOLIS,21669,4619,59
Nordeste,MA,ITAIPAVA DO GRAJAU,16057,1365,13
Sudeste,MG,ITAIPE,12760,621,7
Sul,PR,ITAIPULANDIA,11176,2973,31
Nordeste,CE,ITAITINGA,37980,6304,81
Norte,PA,ITAITUBA,101247,16987,407
Nordeste,RN,ITAJA,7548,767,14
