regiao,estado,municipio,votos_Bolsonaro,votos_Haddad
Nordeste,PB,MOGEIRO,2248,5917
Sudeste,SP,MOGI DAS CRUZES,149953,60367
Sudeste,SP,MOGI GUACU,64012,14361
Sudeste,SP,MOGI MIRIM,37986,8423
Centro-Oeste,GO,MOIPORA,831,478
Nordeste,SE,MOITA BONITA,1906,4091
Norte,PA,MOJU,8296,26114
Norte,PA,MOJUI DOS CAMPOS,7192,5744
Nordeste,CE,MOMBACA,3283,18968
Sudeste,SP,MOMBUCA,1788,508
Nordeste,MA,MONCAO,1875,11864
Sudeste,SP,MONCOES,900,439
Sul,SC,MONDAI,3534,2205
Sudeste,SP,MONGAGUA,18364,8719
Sudeste,MG,MONJOLOS,519,813
Nordeste,PI,MONSENHOR GIL,1303,6058
Nordeste,PI,MONSENHOR HIPOLITO,757,4190
Sudeste,MG,MONSENHOR PAULO,2719,1828
Nordeste,CE,MONSENHOR TABOSA,1576,8761
Nordeste,PB,MONTADAS,896,2541
Sudeste,MG,MONTALVANIA,2305,5201
Sudeste,ES,MONTANHA,4330,5351
Nordeste,RN,MONTANHAS,1204,5364
Sul,RS,MONTAURI,896,268
Norte,PA,MONTE ALEGRE,16203,15297
Nordeste,RN,MONTE ALEGRE,4814,7127
Centro-Oeste,GO,MONTE ALEGRE DE GOIAS,993,2402
Sudeste,MG,MONTE ALEGRE DE MINAS,5042,4500
Nordeste,SE,MONTE ALEGRE DE SERGIPE,1643,6231
Nordeste,PI,MONTE ALEGRE DO PIAUI,847,5063
Sudeste,SP,MONTE ALEGRE DO SUL,3389,824
Sul,RS,MONTE ALEGRE DOS CAMPOS,1496,783
Sudeste,SP,MONTE ALTO,19985,4604
Sudeste,SP,MONTE APRAZIVEL,8523,2964
Sudeste,MG,MONTE AZUL,4438,7382
Sudeste,SP,MONTE AZUL PAULISTA,7408,2263
Sudeste,MG,MONTE BELO,4100,2908
Sul,RS,MONTE BELO DO SUL,2087,318
Sul,SC,MONTE CARLO,2639,2522
Sudeste,MG,MONTE CARMELO,12586,11117
Sul,SC,MONTE CASTELO,3140,1810
Sudeste,SP,MONTE CASTELO,1439,953
Nordeste,RN,MONTE DAS GAMELEIRAS,524,1361
Norte,TO,MONTE DO CARMO,1134,1959
Sudeste,MG,MONTE FORMOSO,613,1784
Nordeste,PB,MONTE HOREBE,338,2429
Sudeste,SP,MONTE MOR,17676,9225
Norte,RO,MONTE NEGRO,4750,1811
Nordeste,BA,MONTE SANTO,2546,25788
Sudeste,MG,MONTE SANTO DE MINAS,6756,3721
Norte,TO,MONTE SANTO DO TOCANTINS,835,750
Sudeste,MG,MONTE SIAO,10372,2155
Nordeste,PB,MONTEIRO,4171,14518
Sudeste,SP,MONTEIRO LOBATO,1661,844
Nordeste,AL,MONTEIROPOLIS,574,3247
Sul,RS,MONTENEGRO,22518,10918
Nordeste,MA,MONTES ALTOS,1243,3634
Sudeste,MG,MONTES CLAROS,108640,78142
Centro-Oeste,GO,MONTES CLAROS DE GOIAS,2756,1922
Exterior,ZZ,MONTEVIDEU,660,453
Sudeste,MG,MONTEZUMA,1014,2369
Centro-Oeste,GO,MONTIVIDIU,4496,1898
Centro-Oeste,GO,MONTIVIDIU DO NORTE,991,1272
Exterior,ZZ,MONTREAL,1879,1759
Nordeste,CE,MORADA NOVA,8656,29611
Sudeste,MG,MORADA NOVA DE MINAS,2728,1713
Nordeste,CE,MORAUJO,1028,4244
Nordeste,PE,MOREILANDIA,533,6120
Sul,PR,MOREIRA SALES,4544,2654
Nordeste,PE,MORENO,11046,23323
Sul,RS,MORMACO,1165,772
Nordeste,BA,MORPARA,1298,3584
Sul,PR,MORRETES,6441,3210
Centro-Oeste,GO,MORRINHOS,16158,8178
Nordeste,CE,MORRINHOS,5016,6766
Sul,RS,MORRINHOS DO SUL,1689,688
Sudeste,SP,MORRO AGUDO,9198,4089
Centro-Oeste,GO,MORRO AGUDO DE GOIAS,1198,637
Nordeste,PI,MORRO CABECA NO TEMPO,213,2256
Sul,SC,MORRO DA FUMACA,9012,1410
Sudeste,MG,MORRO DA GARCA,511,1137
Nordeste,BA,MORRO DO CHAPEU,3146,13763
Nordeste,PI,MORRO DO CHAPEU DO PIAUI,599,3108
Sudeste,MG,MORRO DO PILAR,668,1312
Sul,SC,MORRO GRANDE,2018,316
Sul,RS,MORRO REDONDO,2426,1434
Sul,RS,MORRO REUTER,3382,755
Nordeste,MA,MORROS,1575,8239
Nordeste,BA,MORTUGABA,2549,3645
Sudeste,SP,MORUNGABA,6096,1355
Exterior,ZZ,MOSCOU,17,26
Centro-Oeste,GO,MOSSAMEDES,1507,1696
Nordeste,RN,MOSSORO,53391,77547
Sul,RS,MOSTARDAS,3631,2483
Sudeste,SP,MOTUCA,1426,981
Centro-Oeste,GO,MOZARLANDIA,4384,2891
Norte,PA,MUANA,3433,13130
Norte,RR,MUCAJAI,5715,2641
Nordeste,CE,MUCAMBO,1504,6787
Nordeste,BA,MUCUGE,1575,4574
Sul,RS,MUCUM,2590,600
Nordeste,BA,MUCURI,6847,9901
Sudeste,ES,MUCURICI,1317,2096
Sul,RS,MUITOS CAPOES,1326,426
Sul,RS,MULITERNO,741,731
Nordeste,PB,MULUNGU,1497,4977
Nordeste,CE,MULUNGU,1050,5021
Nordeste,BA,MULUNGU DO MORRO,707,6686
Centro-Oeste,MS,MUNDO NOVO,6248,3291
Centro-Oeste,GO,MUNDO NOVO,1591,1615
Nordeste,BA,MUNDO NOVO,1637,8149
Sudeste,MG,MUNHOZ,2597,1440
Sul,PR,MUNHOZ DE MELO,1599,974
Exterior,ZZ,MUNIQUE,1566,1428
Nordeste,BA,MUNIZ FERREIRA,1104,4375
Sudeste,ES,MUNIZ FREIRE,5841,3833
Nordeste,BA,MUQUEM DO SAO FRANCISCO,1071,4952
Sudeste,ES,MUQUI,4508,3501
Sudeste,MG,MURIAE,31027,21306
Nordeste,SE,MURIBECA,1088,3511
Nordeste,AL,MURICI,4584,7965
Nordeste,PI,MURICI DOS PORTELAS,658,3534
Norte,TO,MURICILANDIA,530,1077
Nordeste,BA,MURITIBA,2693,13169
Sudeste,SP,MURUTINGA DO SUL,1652,691
Nordeste,BA,MUTUIPE,3653,8139
Sudeste,MG,MUTUM,7666,6090
Centro-Oeste,GO,MUTUNOPOLIS,1347,998
Sudeste,MG,MUZAMBINHO,7513,4535
Sudeste,MG,NACIP RAYDAN,558,1075
Exterior,ZZ,NAGOIA,10538,912
Exterior,ZZ,NAIROBI,16,19
Sudeste,SP,NANTES,924,668
Sudeste,MG,NANUQUE,9270,8216
Sul,RS,NAO-ME-TOQUE,7007,3087
Sudeste,MG,NAQUE,1633,1611
Sudeste,SP,NARANDIBA,1601,1264
Exterior,ZZ,NASSAU,16,4
Nordeste,RN,NATAL,220770,195938
Sudeste,MG,NATALANDIA,674,1247
Sudeste,MG,NATERCIA,1938,749
Norte,TO,NATIVIDADE,1780,2346
Sudeste,RJ,NATIVIDADE,5233,2941
Sudeste,SP,NATIVIDADE DA SERRA,2786,951
Nordeste,PB,NATUBA,1036,3356
Sul,SC,NAVEGANTES,28223,7774
Centro-Oeste,MS,NAVIRAI,16460,7332
Nordeste,BA,NAZARE,3186,12299
Norte,TO,NAZARE,730,1934
Nordeste,PE,NAZARE DA MATA,6905,11693
Nordeste,PI,NAZARE DO PIAUI,387,4042
Sudeste,SP,NAZARE PAULISTA,6753,2088
Sudeste,MG,NAZARENO,1901,2272
Nordeste,PB,NAZAREZINHO,467,4395
Nordeste,PI,NAZARIA,1485,6494
Centro-Oeste,GO,NAZARIO,3228,1664
Nordeste,SE,NEOPOLIS,2159,7060
Sudeste,MG,NEPOMUCENO,8297,4738
Centro-Oeste,GO,NEROPOLIS,9868,5233
Sudeste,SP,NEVES PAULISTA,3699,1359
Norte,AM,NHAMUNDA,1280,7447
Sudeste,SP,NHANDEARA,4335,1153
Sul,RS,NICOLAU VERGUEIRO,955,467
Exterior,ZZ,NICOSIA,13,9
Nordeste,BA,NILO PECANHA,1212,4765
Sudeste,RJ,NILOPOLIS,68352,26814
Nordeste,MA,NINA RODRIGUES,777,5104
Sudeste,MG,NINHEIRA,1535,2546
Centro-Oeste,MS,NIOAQUE,3597,3332
Sudeste,SP,NIPOA,1557,913
Centro-Oeste,GO,NIQUELANDIA,9865,8189
Nordeste,RN,NISIA FLORESTA,5985,8243
Sudeste,RJ,NITEROI,175730,105606
Centro-Oeste,MT,NOBRES,5274,2667
Sul,RS,NONOAI,3479,3414
Nordeste,BA,NORDESTINA,933,5630
Norte,RR,NORMANDIA,1833,3594
Centro-Oeste,MT,NORTELANDIA,1770,1516
Nordeste,SE,NOSSA SENHORA APARECIDA,1502,3689
Nordeste,SE,NOSSA SENHORA DA GLORIA,3622,16250
Nordeste,SE,NOSSA SENHORA DAS DORES,4384,9763
Sul,PR,NOSSA SENHORA DAS GRACAS,1030,1248
Nordeste,SE,NOSSA SENHORA DE LOURDES,704,3478
Nordeste,PI,NOSSA SENHORA DE NAZARE,437,3388
Centro-Oeste,MT,NOSSA SENHORA DO LIVRAMENTO,2719,5290
Nordeste,SE,NOSSA SENHORA DO SOCORRO,32091,42414
Nordeste,PI,NOSSA SENHORA DOS REMEDIOS,1073,4597
Sudeste,SP,NOVA ALIANCA,2598,881
Sul,PR,NOVA ALIANCA DO IVAI,570,487
Sul,RS,NOVA ALVORADA,1506,591
Centro-Oeste,MS,NOVA ALVORADA DO SUL,5360,4105
Centro-Oeste,GO,NOVA AMERICA,1048,520
Sul,PR,NOVA AMERICA DA COLINA,1264,1039
Centro-Oeste,MS,NOVA ANDRADINA,14015,8304
Sul,RS,NOVA ARACA,2605,513
Sul,PR,NOVA AURORA,4863,2494
Centro-Oeste,GO,NOVA AURORA,709,678
Centro-Oeste,MT,NOVA BANDEIRANTES,4318,1381
Sul,RS,NOVA BASSANO,4980,774
Sudeste,MG,NOVA BELEM,1049,1172
Sul,RS,NOVA BOA VISTA,987,538
Centro-Oeste,MT,NOVA BRASILANDIA,1082,1266
Norte,RO,NOVA BRASILANDIA D'OESTE,6723,2790
Sul,RS,NOVA BRESCIA,1766,397
Sudeste,SP,NOVA CAMPINA,2877,1960
Nordeste,BA,NOVA CANAA,1334,6150
Centro-Oeste,MT,NOVA CANAA DO NORTE,4883,1878
Sudeste,SP,NOVA CANAA PAULISTA,750,526
Sul,RS,NOVA CANDELARIA,1365,616
Sul,PR,NOVA CANTU,1831,2565
Sudeste,SP,NOVA CASTILHO,641,206
Nordeste,MA,NOVA COLINAS,723,2368
Centro-Oeste,GO,NOVA CRIXAS,2586,3206
Nordeste,RN,NOVA CRUZ,6151,12368
Exterior,ZZ,NOVA DELHI,16,14
Sudeste,MG,NOVA ERA,4601,5057
Sul,SC,NOVA ERECHIM,1841,1201
Sul,PR,NOVA ESPERANCA,10236,4455
Norte,PA,NOVA ESPERANCA DO PIRIA,3639,5574
Sul,PR,NOVA ESPERANCA DO SUDOESTE,1474,2290
Sul,RS,NOVA ESPERANCA DO SUL,1922,1122
Sudeste,SP,NOVA EUROPA,2740,2264
Nordeste,BA,NOVA FATIMA,1217,3858
Sul,PR,NOVA FATIMA,2738,1579
Nordeste,PB,NOVA FLORESTA,1298,4443
Sudeste,RJ,NOVA FRIBURGO,71859,26805
Centro-Oeste,GO,NOVA GLORIA,2607,1957
Sudeste,SP,NOVA GRANADA,6394,3403
Centro-Oeste,MT,NOVA GUARITA,1571,1043
Sudeste,SP,NOVA GUATAPORANGA,744,597
Sul,RS,NOVA HARTZ,7460,3617
Nordeste,BA,NOVA IBIA,1104,2155
Sudeste,RJ,NOVA IGUACU,291877,110820
Centro-Oeste,GO,NOVA IGUACU DE GOIAS,1097,808
Sudeste,SP,NOVA INDEPENDENCIA,1285,786
Nordeste,MA,NOVA IORQUE,364,2311
Norte,PA,NOVA IPIXUNA,3221,3645
Sul,SC,NOVA ITABERABA,1539,1619
Nordeste,BA,NOVA ITARANA,765,3042
Centro-Oeste,MT,NOVA LACERDA,1667,1081
Sul,PR,NOVA LARANJEIRAS,2340,3741
Sudeste,MG,NOVA LIMA,29780,19264
Sul,PR,NOVA LONDRINA,4017,2699
Sudeste,SP,NOVA LUZITANIA,1200,757
Norte,RO,NOVA MAMORE,8634,2795
Centro-Oeste,MT,NOVA MARILANDIA,1088,575
Centro-Oeste,MT,NOVA MARINGA,1780,726
Sudeste,MG,NOVA MODICA,921,1301
Centro-Oeste,MT,NOVA MONTE VERDE,2644,1141
Centro-Oeste,MT,NOVA MUTUM,15291,4595
Centro-Oeste,MT,NOVA NAZARE,720,757
Sudeste,SP,NOVA ODESSA,23989,8377
Sul,PR,NOVA OLIMPIA,2366,1270
Centro-Oeste,MT,NOVA OLIMPIA,3948,3862
Nordeste,CE,NOVA OLINDA,1372,7890
Nordeste,PB,NOVA OLINDA,437,3041
Norte,TO,NOVA OLINDA,2443,3277
Nordeste,MA,NOVA OLINDA DO MARANHAO,1341,7010
Norte,AM,NOVA OLINDA DO NORTE,2016,8303
Sul,RS,NOVA PADUA,1770,134
Sul,RS,NOVA PALMA,2460,1651
Nordeste,PB,NOVA PALMEIRA,392,2116
Sul,RS,NOVA PETROPOLIS,10608,2172
Sudeste,MG,NOVA PONTE,4062,3508
Sudeste,MG,NOVA PORTEIRINHA,1366,2539
Sul,RS,NOVA PRATA,11842,2597
Sul,PR,NOVA PRATA DO IGUACU,3014,3678
Sul,RS,NOVA RAMADA,996,649
Nordeste,BA,NOVA REDENCAO,369,3836
Sudeste,MG,NOVA RESENDE,5797,2863
Centro-Oeste,GO,NOVA ROMA,549,1159
Sul,RS,NOVA ROMA DO SUL,1924,485
Norte,TO,NOVA ROSALANDIA,1022,849
Nordeste,CE,NOVA RUSSAS,3936,11951
Sul,PR,NOVA SANTA BARBARA,1340,1259
Centro-Oeste,MT,NOVA SANTA HELENA,1307,595
Nordeste,PI,NOVA SANTA RITA,180,2685
Sul,RS,NOVA SANTA RITA,8171,4644
Sul,PR,NOVA SANTA ROSA,4743,725
Sudeste,MG,NOVA SERRANA,30914,8174
Nordeste,BA,NOVA SOURE,1515,12266
Sul,PR,NOVA TEBAS,1597,2829
Norte,PA,NOVA TIMBOTEUA,2064,5548
Sul,SC,NOVA TRENTO,7232,1069
Centro-Oeste,MT,NOVA UBIRATA,2824,1267
Sudeste,MG,NOVA UNIAO,1612,1781
Norte,RO,NOVA UNIAO,2106,1697
Sudeste,ES,NOVA VENECIA,14677,11649
Centro-Oeste,GO,NOVA VENEZA,3297,2085
Sul,SC,NOVA VENEZA,7975,1482
Nordeste,BA,NOVA VICOSA,8462,10087
Centro-Oeste,MT,NOVA XAVANTINA,6544,3015
Exterior,ZZ,NOVA YORK,6811,2105
Sudeste,SP,NOVAIS,1749,729
Norte,TO,NOVO ACORDO,992,1373
Norte,AM,NOVO AIRAO,3033,4289
Norte,TO,NOVO ALEGRE,449,740
Norte,AM,NOVO ARIPUANA,1383,5923
Sul,RS,NOVO BARREIRO,1238,1518
Centro-Oeste,GO,NOVO BRASIL,1339,965
Sul,RS,NOVO CABRAIS,1707,1046
Sudeste,MG,NOVO CRUZEIRO,3183,8607
Centro-Oeste,GO,NOVO GAMA,20034,11971
Sul,RS,NOVO HAMBURGO,100374,32641
Nordeste,BA,NOVO HORIZONTE,1257,5187
Sudeste,SP,NOVO HORIZONTE,15451,4435
Sul,SC,NOVO HORIZONTE,995,807
Centro-Oeste,MT,NOVO HORIZONTE DO NORTE,1420,747
Norte,RO,NOVO HORIZONTE DO OESTE,3152,1995
Centro-Oeste,MS,NOVO HORIZONTE DO SUL,1312,1253
Sul,PR,NOVO ITACOLOMI,1359,673
Norte,TO,NOVO JARDIM,407,860
Nordeste,AL,NOVO LINO,2233,3108
Sul,RS,NOVO MACHADO,1600,915
Centro-Oeste,MT,NOVO MUNDO,2229,1153
Nordeste,CE,NOVO ORIENTE,1813,13380
Sudeste,MG,NOVO ORIENTE DE MINAS,1315,3303
Nordeste,PI,NOVO ORIENTE DO PIAUI,356,3389
Centro-Oeste,GO,NOVO PLANALTO,1079,1268
Norte,PA,NOVO PROGRESSO,9454,2638
Norte,PA,NOVO REPARTIMENTO,11506,12573
Centro-Oeste,MT,NOVO SANTO ANTONIO,514,496
Nordeste,PI,NOVO SANTO ANTONIO,338,2511
Centro-Oeste,MT,NOVO SAO JOAQUIM,2085,1028
Sul,RS,NOVO TIRADENTES,606,743
Nordeste,BA,NOVO TRIUNFO,760,4166
Sul,RS,NOVO XINGU,598,640
Sudeste,MG,NOVORIZONTE,1023,1705
Sudeste,SP,NUPORANGA,3045,917
Norte,PA,OBIDOS,6781,16517
Nordeste,CE,OCARA,3650,13020
Sudeste,SP,OCAUCU,1374,879
Nordeste,PI,OEIRAS,3464,17087
Norte,PA,OEIRAS DO PARA,2804,11875
Norte,AP,OIAPOQUE,3589,7335
Sudeste,MG,OLARIA,497,938
Sudeste,SP,OLEO,1351,382
Nordeste,PB,OLHO D'AGUA,842,3725
Nordeste,MA,OLHO D'AGUA DAS CUNHAS,1606,8004
Nordeste,AL,OLHO D'AGUA DAS FLORES,3090,7149
Nordeste,RN,OLHO D'AGUA DO BORGES,540,2519
Nordeste,AL,OLHO D'AGUA DO CASADO,319,4494
Nordeste,PI,OLHO D'AGUA DO PIAUI,278,1467
Nordeste,AL,OLHO D'AGUA GRANDE,374,2687
Sudeste,MG,OLHOS D'AGUA,708,2387
Sudeste,SP,OLIMPIA,20672,6422
Sudeste,MG,OLIMPIO NORONHA,807,836
Nordeste,PE,OLINDA,98361,127824
Nordeste,MA,OLINDA NOVA DO MARANHAO,869,5384
Nordeste,BA,OLINDINA,1485,11325
Nordeste,PB,OLIVEDOS,677,2032
Sudeste,MG,OLIVEIRA,13844,7888
Norte,TO,OLIVEIRA DE FATIMA,404,606
Nordeste,BA,OLIVEIRA DOS BREJINHOS,1801,9734
Sudeste,MG,OLIVEIRA FORTES,443,1068
Nordeste,AL,OLIVENCA,1002,5134
Sudeste,MG,ONCA DE PITANGUI,1467,692
Sudeste,SP,ONDA VERDE,1721,792
Sudeste,MG,ORATORIOS,746,1950
Sudeste,SP,ORIENTE,2601,923
Sudeste,SP,ORINDIUVA,1902,1260
Norte,PA,ORIXIMINA,11263,16020
Sudeste,MG,ORIZANIA,1625,2481
Centro-Oeste,GO,ORIZONA,5494,2934
Sudeste,SP,ORLANDIA,15111,5161
Sul,SC,ORLEANS,12589,1972
Nordeste,PE,OROBO,2369,10036
Nordeste,PE,OROCO,1438,6669
Nordeste,CE,OROS,1986,10598
Sul,PR,ORTIGUEIRA,5510,7725
Sudeste,SP,OSASCO,245969,143603
Sudeste,SP,OSCAR BRESSANE,1443,386
Exterior,ZZ,OSLO,210,249
Sul,RS,OSORIO,16099,9789
Sudeste,SP,OSVALDO CRUZ,13016,2944
Sul,SC,OTACILIO COSTA,7238,2480
Exterior,ZZ,OTTAWA,348,242
Norte,PA,OUREM,2637,7541
Nordeste,BA,OURICANGAS,694,3625
Nordeste,PE,OURICURI,3685,29138
Norte,PA,OURILANDIA DO NORTE,7299,5816
Sudeste,SP,OURINHOS,39357,13350
Sul,PR,OURIZONA,1090,1082
Sul,SC,OURO,3340,1154
Nordeste,RN,OURO BRANCO,744,2463
Nordeste,AL,OURO BRANCO,828,5156
Sudeste,MG,OURO BRANCO,12198,8795
Sudeste,MG,OURO FINO,13102,3647
Sudeste,MG,OURO PRETO,14664,26726
Norte,RO,OURO PRETO DO OESTE,13779,4696
Nordeste,PB,OURO VELHO,392,1697
Sul,SC,OURO VERDE,925,562
Sudeste,SP,OURO VERDE,2244,1907
Centro-Oeste,GO,OURO VERDE DE GOIAS,1765,758
Sudeste,MG,OURO VERDE DE MINAS,1503,2185
Sul,PR,OURO VERDE DO OESTE,2331,1288
Sudeste,SP,OUROESTE,3122,1812
Nordeste,BA,OUROLANDIA,2537,6716
Centro-Oeste,GO,OUVIDOR,2937,2497
Sudeste,SP,PACAEMBU,4286,1359
Norte,PA,PACAJA,7460,8037
Nordeste,CE,PACAJUS,11715,24236
Norte,RR,PACARAIMA,2841,3028
Nordeste,CE,PACATUBA,12249,22267
Nordeste,SE,PACATUBA,1247,5945
Nordeste,MA,PACO DO LUMIAR,18343,30503
Nordeste,CE,PACOTI,1187,6179
Nordeste,CE,PACUJA,499,3573
Centro-Oeste,GO,PADRE BERNARDO,7591,5051
Sudeste,MG,PADRE CARVALHO,640,1884
Nordeste,PI,PADRE MARCOS,561,3766
Sudeste,MG,PADRE PARAISO,3280,4333
Nordeste,PI,PAES LANDIM,717,1944
Sudeste,MG,PAI PEDRO,762,2380
Sul,SC,PAIAL,692,694
Sul,PR,PAICANDU,12934,7320
Sul,RS,PAIM FILHO,1534,1392
Sudeste,MG,PAINEIRAS,1254,1383
Sul,SC,PAINEL,1033,746
Sudeste,MG,PAINS,2848,1780
Sudeste,MG,PAIVA,425,673
Nordeste,PI,PAJEU DO PIAUI,362,1870
Sudeste,SP,PALESTINA,4109,1940
Nordeste,AL,PALESTINA,428,2291
Centro-Oeste,GO,PALESTINA DE GOIAS,1193,932
Norte,PA,PALESTINA DO PARA,1485,2385
Nordeste,CE,PALHANO,1798,4475
Sul,SC,PALHOCA,71369,22914
Sudeste,MG,PALMA,1492,2147
Sul,SC,PALMA SOLA,1813,2273
Nordeste,CE,PALMACIA,1258,5120
Nordeste,PE,PALMARES,7599,21163
Sul,RS,PALMARES DO SUL,4337,2692
Sudeste,SP,PALMARES PAULISTA,3332,1779
Norte,TO,PALMAS,84782,45892
Sul,PR,PALMAS,10803,12589
Nordeste,BA,PALMAS DE MONTE ALTO,1604,10786
Sul,SC,PALMEIRA,1437,590
Sul,PR,PALMEIRA,14898,5546
Sudeste,SP,PALMEIRA D'OESTE,3406,1698
Sul,RS,PALMEIRA DAS MISSOES,9490,8010
Nordeste,PI,PALMEIRA DO PIAUI,568,2565
Nordeste,AL,PALMEIRA DOS INDIOS,11083,23153
Nordeste,PI,PALMEIRAIS,1145,7351
Nordeste,MA,PALMEIRANDIA,984,9139
Norte,TO,PALMEIRANTE,669,1763
Nordeste,BA,PALMEIRAS,562,4331
Centro-Oeste,GO,PALMEIRAS DE GOIAS,9745,4454
Norte,TO,PALMEIRAS DO TOCANTINS,981,1744
Nordeste,PE,PALMEIRINA,474,3768
Norte,TO,PALMEIROPOLIS,2089,1658
Centro-Oeste,GO,PALMELO,957,533
Centro-Oeste,GO,PALMINOPOLIS,1944,812
Sul,PR,PALMITAL,3385,4712
Sudeste,SP,PALMITAL,8520,3018
Sul,RS,PALMITINHO,1917,2525
Sul,SC,PALMITOS,6582,2901
Sudeste,MG,PALMOPOLIS,1048,2222
Sul,PR,PALOTINA,14145,4204
Centro-Oeste,GO,PANAMA,928,712
Exterior,ZZ,PANAMA-PAN,471,90
Sul,RS,PANAMBI,17514,6701
Sudeste,ES,PANCAS,5812,4842
Nordeste,PE,PANELAS,4924,8582
Sudeste,SP,PANORAMA,4670,2186
Sul,RS,PANTANO GRANDE,2822,3076
Nordeste,AL,PAO DE ACUCAR,2301,9356
Sudeste,MG,PAPAGAIOS,4289,3673
Sul,SC,PAPANDUVA,6961,4042
Nordeste,PI,PAQUETA,318,2565
Sudeste,MG,PARA DE MINAS,32428,10834
Sudeste,RJ,PARACAMBI,16288,7108
Sudeste,MG,PARACATU,26622,14125
Nordeste,CE,PARACURU,5963,16352
Norte,PA,PARAGOMINAS,27031,19464
Sudeste,MG,PARAGUACU,7309,4230
Sudeste,SP,PARAGUACU PAULISTA,14579,6277
Sul,RS,PARAI,3754,1018
Sudeste,RJ,PARAIBA DO SUL,14535,7328
Nordeste,MA,PARAIBANO,1372,8298
Sudeste,SP,PARAIBUNA,6189,3183
Nordeste,CE,PARAIPABA,5796,12404
Sul,SC,PARAISO,1500,1245
Sudeste,SP,PARAISO,2507,765
Centro-Oeste,MS,PARAISO DAS AGUAS,1731,567
Sul,PR,PARAISO DO NORTE,4320,2725
Sul,RS,PARAISO DO SUL,2650,1601
Norte,TO,PARAISO DO TOCANTINS,16149,6609
Sudeste,MG,PARAISOPOLIS,8086,2970
Exterior,ZZ,PARAMARIBO,390,122
Nordeste,CE,PARAMBU,4353,12140
Nordeste,BA,PARAMIRIM,1979,9048
Nordeste,CE,PARAMOTI,1289,5691
Nordeste,RN,PARANA,213,2356
Norte,TO,PARANA,949,4008
Sul,PR,PARANACITY,2917,2788
Sul,PR,PARANAGUA,59529,19052
Centro-Oeste,MS,PARANAIBA,12781,7376
Centro-Oeste,GO,PARANAIGUARA,2424,2638
Centro-Oeste,MT,PARANAITA,3979,1861
Sudeste,SP,PARANAPANEMA,5898,3381
Sul,PR,PARANAPOEMA,730,909
Sudeste,SP,PARANAPUA,1506,698
Nordeste,PE,PARANATAMA,969,6520
Centro-Oeste,MT,PARANATINGA,6686,2829
Sul,PR,PARANAVAI,34585,12793
Centro-Oeste,MS,PARANHOS,2411,2741
Sudeste,MG,PARAOPEBA,8101,4803
Sudeste,SP,PARAPUA,4079,1462
Nordeste,PB,PARARI,302,1215
Nordeste,BA,PARATINGA,2306,13574
Sudeste,RJ,PARATY,13359,5787
Nordeste,RN,PARAU,714,2185
Norte,PA,PARAUAPEBAS,64650,40410
Centro-Oeste,GO,PARAUNA,3701,2252
Nordeste,RN,PARAZINHO,1071,2405
Sudeste,SP,PARDINHO,2681,1005
Sul,RS,PARECI NOVO,2049,441
Norte,RO,PARECIS,1301,912
Nordeste,RN,PARELHAS,5904,6062
Nordeste,AL,PARICONHA,374,5777
Norte,AM,PARINTINS,8266,38970
Nordeste,BA,PARIPIRANGA,2761,13786
Nordeste,AL,PARIPUEIRA,3554,3164
Sudeste,SP,PARIQUERA-ACU,7104,2407
Exterior,ZZ,PARIS,1299,2953
Sudeste,SP,PARISI,1295,411
Nordeste,PI,PARNAGUA,610,4537
Nordeste,PI,PARNAIBA,29587,49323
Nordeste,PE,PARNAMIRIM,1049,11606
Nordeste,RN,PARNAMIRIM,55904,37327
Nordeste,MA,PARNARAMA,1676,14918
Sul,RS,PAROBE,20047,9058
Nordeste,RN,PASSA E FICA,2127,4383
Sudeste,MG,PASSA QUATRO,5360,3575
Sul,RS,PASSA SETE,1470,1439
Sudeste,MG,PASSA TEMPO,2304,2174
Sudeste,MG,PASSA VINTE,791,633
Sudeste,MG,PASSABEM,531,563
Nordeste,PB,PASSAGEM,389,1334
Nordeste,RN,PASSAGEM,1107,1313
Nordeste,MA,PASSAGEM FRANCA,1672,7677
Nordeste,PI,PASSAGEM FRANCA DO PIAUI,474,2216
Nordeste,PE,PASSIRA,3916,13838
Nordeste,AL,PASSO DE CAMARAGIBE,2470,4712
Sul,SC,PASSO DE TORRES,3151,1217
Sul,RS,PASSO DO SOBRADO,2231,1655
Sul,RS,PASSO FUNDO,70103,38940
Sudeste,MG,PASSOS,33806,19919
Sul,SC,PASSOS MAIA,1185,1382
Nordeste,MA,PASTOS BONS,1504,7930
Sudeste,MG,PATIS,608,2376
Sul,PR,PATO BRAGADO,2672,724
Sul,PR,PATO BRANCO,30191,16395
Nordeste,PB,PATOS,18444,30556
Sudeste,MG,PATOS DE MINAS,53299,20583
Nordeste,PI,PATOS DO PIAUI,502,3353
Sudeste,MG,PATROCINIO,30375,12725
Sudeste,MG,PATROCINIO DO MURIAE,1839,1729
Sudeste,SP,PATROCINIO PAULISTA,5293,1940
Nordeste,RN,PATU,1670,5267
Sudeste,RJ,PATY DO ALFERES,10064,4660
Nordeste,BA,PAU BRASIL,1753,3064
Norte,PA,PAU D'ARCO,2033,2046
Norte,TO,PAU D'ARCO,1037,1320
Nordeste,PI,PAU D'ARCO DO PIAUI,488,2971
Nordeste,RN,PAU DOS FERROS,3497,11447
Nordeste,PE,PAUDALHO,11089,19505
Norte,AM,PAUINI,1593,4437
